video_id,frame_idx,nss_160,nss_320,auc_160,auc_320,kl_160,kl_320,cc_160,cc_320,sim_160,sim_320
601,0,1.6341111404978892,1.9269804306822598,0.8223087621696801,0.850070350311992,2.3333472619585462,2.1492263438808683,0.24933590704310243,0.3095460458484814,0.17936919187084485,0.1584657455384525
601,30,1.2035278186404592,1.7840732504613803,0.8737434827945778,0.8888521330261563,2.705677402597633,2.6260495617070427,0.18965071630786218,0.2308622817683038,0.12034536003204661,0.1093569740106775
601,60,1.3891100196444057,1.7866528652796194,0.8958593967194884,0.8560822337588531,2.3383568118583407,2.607018938632447,0.2707333075192381,0.23169566118933646,0.16051853213351056,0.13012271749965637
601,90,2.8655396738161087,2.515894612790969,0.9583626961518992,0.951148527789035,2.501439571152172,2.25817363617076,0.2668560777879228,0.3041524453009731,0.15715474390170142,0.13303402550672497
601,120,0.7747720359180765,1.5367118892473652,0.8439680333564976,0.8431564097625462,2.5538639924291475,2.675822241195313,0.16305131751074603,0.1979507339014114,0.12217557743152618,0.11603865700415954
601,150,0.9049215729795321,1.8396358534373507,0.854788778330865,0.8898434763202256,2.4665227124108604,2.305206578100256,0.2123320697395026,0.2688950343379303,0.16311255889710924,0.1321563869727825
601,180,0.7038449624877463,1.091638494908142,0.8388099495195194,0.7856085350055534,2.361683697740236,2.498041804753229,0.2095642875284327,0.2074973915811841,0.15839984901660503,0.13535459279699308
601,210,0.6259419783527016,0.8328804366998923,0.8126196269261963,0.7716385667633364,2.745093914097293,2.9425058558716994,0.11784503671302539,0.14426342448555637,0.12035239243472443,0.10255434480416648
601,240,1.8629802277377123,1.3688050008182011,0.9130887869945811,0.8962260198524048,2.6608518107065753,2.807202018485503,0.19062644213243674,0.1567364237751085,0.131614165034902,0.09677115963269603
601,270,0.867007411378795,0.9142749508865481,0.7993368030459278,0.7770336611983875,2.5265900307205986,2.7449299019778683,0.17713862982913817,0.14434748355209043,0.14140612581550024,0.10888926227815683
601,300,1.3514543083844386,0.8429714829707297,0.8769103924083422,0.7493851181020565,2.885035972407893,3.0897434687593264,0.1341262461149103,0.1199981214391257,0.10822509178671162,0.08343912593599231
601,330,0.6269976590456247,0.8000957611318743,0.8176264897263021,0.8080101560511606,2.640033313950627,2.904777536127298,0.12806009290968992,0.09645387202277424,0.1458998545604038,0.11838154220308601
601,360,1.7314657477705884,1.3700991673540264,0.9133450328977852,0.8787581975498961,2.2951629290076054,2.422001443401145,0.29129535131221074,0.21756974296412407,0.15961861185662324,0.1274017204443805
601,390,1.4872029228785066,1.3240955824865595,0.8598771789056034,0.8616785403996524,2.1721152529433403,2.47247616565279,0.3068196500626377,0.21579547558603238,0.17114035272098177,0.12819815965653994
601,420,1.4226851943981145,1.1430703913014186,0.9092738012508687,0.8867546981374052,2.1626456230469318,2.5727017851252647,0.3077934895984705,0.16845063787278103,0.180387367644936,0.11645991864865049
601,450,2.5191704567373674,1.1936582694784965,0.9669144034636846,0.9015956545003594,2.0219284940512754,2.341590635785068,0.3852111626953105,0.2201938870439689,0.1987230114023306,0.13000181526335447
601,480,2.4138254084501938,1.6219795114211644,0.9496304020391612,0.8927682683742,2.1515113293021018,2.4777326372395017,0.3328570848523749,0.2233431804829648,0.1812881386364601,0.12429105713580219
601,510,1.0427786404500419,0.782745908463264,0.8540363497358909,0.7745963570210286,2.5489487826843655,2.775487041405229,0.1570646167983753,0.12159895444149364,0.13926942009436852,0.11309049413678768
601,540,0.26988120637716195,1.0576229703865387,0.7742008339124392,0.8022080393962562,3.459982836470654,3.36407430775219,0.046953937660249474,0.09995943357995839,0.06269140805047808,0.05961547731054995
601,570,0.7369563907357145,0.6001867748129168,0.8288503339917221,0.8031284758576436,2.8322145970585173,3.0308541321415596,0.09150593558478953,0.07831859771000466,0.11648149400397813,0.1107604373501506
601,600,0.05795388141544098,0.6725469625311857,0.7480489555833449,0.8201152265236766,3.5919864097645666,3.3564411538831385,0.020867900103617797,0.08804341776530934,0.058237277864083954,0.06110287650354712
601,630,0.21671640949859342,0.7095416633241901,0.757462718993326,0.8093556669678854,3.0425033397415984,3.028222812016686,0.05216324841181117,0.09427583417556062,0.08196774905740187,0.07033913630065407
601,660,0.43953739156557614,1.5166600944501603,0.8074543792205571,0.890621144991747,3.2949122512657034,2.899561999397195,0.04858331181181587,0.14308560900871034,0.08251889035208522,0.0894219954715105
601,690,1.0058703510374987,2.1759143551105224,0.7747835196917638,0.831597458013283,2.5289203499371653,2.291154260538294,0.16972219913921294,0.27662280623768526,0.18593993588954222,0.20010272025965625
601,720,0.47754683261161057,1.1352707636821668,0.799977171442467,0.8405816047076191,2.7656018707165617,2.455535319423104,0.08261220023431178,0.19659188502752925,0.11623299068297384,0.15099555069396525
602,0,2.8281096619295876,1.029527501707147,0.9523246807411968,0.779397025682025,1.024109474009893,1.7055324963020388,0.5992213394595259,0.3185203373022751,0.43683494970717146,0.25503098502230903
602,30,1.9010114923820722,1.6141526277534404,0.9220099898711048,0.8830307558644657,1.9535512222526135,2.243147445475514,0.3479234897084458,0.29294706479603794,0.19336332564753309,0.1652982469431437
602,60,2.012846474938194,1.1326465672631612,0.9290618485059068,0.7982244901010163,1.4461157198910888,2.172092644663402,0.48120750723963274,0.25884201573678434,0.29280723101330475,0.18140528920587728
602,90,3.0609660931058187,2.7593449433904595,0.9737526059763725,0.9302059180308191,1.748365491439286,2.1507606457015536,0.4993553115351564,0.3999726705324144,0.22432803534420803,0.15737673742583075
602,120,1.7811832796524694,0.5620082774024018,0.9206073364977856,0.7962687906793597,1.6718610853408113,2.2431111662369987,0.3802750312965109,0.12147916112726774,0.25234046623753964,0.1678932698299318
602,150,2.0584205762741243,0.3686746495932495,0.8662315544874978,0.6968200752110305,1.8857660716766809,2.5419126367315656,0.3480250657236401,0.07661032557748756,0.24284354980033052,0.1522505248439082
602,180,0.9872680022147104,0.03427417840031149,0.8429097477940665,0.6134421666383956,2.1090716334451924,2.6815397535931664,0.22486740305464714,0.06653821401342294,0.2056183053488449,0.14570371470543475
602,210,1.0009763383416455,2.717396326024366,0.8376770074079958,0.8948916570573486,2.1309678450425444,1.9581918840383268,0.20380854445535912,0.37531350730630786,0.17272119849212536,0.19832025745629692
602,240,1.7416481773520243,1.2861902043351334,0.918450850989927,0.8259686565497388,1.9479683661948506,2.3072391432825756,0.3025946760211519,0.23335558379016622,0.20769879553082304,0.1772783223857216
602,270,1.956610872329142,0.7633408741401718,0.9126568583147943,0.7459447180790848,1.6301266776517147,2.35525487459608,0.4115396745665713,0.1511345462970219,0.2691114652654944,0.15010083206824656
602,300,2.372030829218851,0.7972434313257468,0.9298524358999821,0.7439687471595617,1.4598569138263264,2.272499667473018,0.48185257471322146,0.23208450156278906,0.3010472700472064,0.18349851813260723
602,330,1.5139214436275303,0.42213561084079615,0.893466600117514,0.8092707339571263,2.368488625727545,2.892899972791255,0.1990323515795746,0.06188481663952312,0.16319898313513673,0.08810822791169727
603,0,0.40841109092672906,1.6598963122570132,0.80221140472879,0.8664029880751685,2.0244779410062326,1.7536895970642181,0.16551463330261934,0.34497035463028136,0.21423463591709996,0.22308543981285628
603,30,1.2176092992338867,0.5947700352078863,0.8694510076441974,0.6718782814173759,2.0154761458625434,2.7280830004657597,0.25121788474841283,0.14941887860769662,0.19600140082029038,0.1467310876137197
603,60,0.4868176245833451,0.9462550549950179,0.8124615705417819,0.8171432156681049,2.1957368444395593,1.982266226936667,0.1017062753725956,0.20778994626010533,0.1904753783515372,0.21881933179469282
603,90,0.468801516132026,0.7778002663408552,0.8113334153161775,0.7820203178574738,2.271635511554752,2.010768044722438,0.08123806287829477,0.21418901504667553,0.15780051124198602,0.20659259923386272
603,120,0.1339504249359209,0.04685522336475267,0.7082649400366785,0.6068588165522153,3.276117181394113,2.845181631853597,-0.0311988402876073,-0.00844660929476527,0.11289736053387037,0.1359282810056013
603,150,1.1197159331548745,0.5981335157597044,0.8063277773915462,0.6756364766245705,3.2399664006710944,2.863792326010065,0.06847167213429357,0.09180075839304899,0.15030954111068243,0.15948087929554405
603,180,0.45667677141544555,0.7619221882355185,0.7610941145567761,0.7581894726447418,2.271232824246908,2.1264961704161243,0.15205065887523272,0.2200666133408332,0.17572553164673738,0.19768891905028413
603,210,0.6295190403200279,0.6150981645373224,0.7869363902240805,0.752214022926625,2.124616273846727,1.945377355249769,0.19057532922227058,0.1973738501245205,0.22697439387742116,0.23898566990247652
603,240,-0.08272745287931772,0.06691967041429148,0.6555865070496335,0.6305365459382095,3.0052391354404917,2.9150611700961084,0.011767836747958574,0.02257559254632608,0.11240058761373287,0.12387448446280201
603,270,0.19096889481243737,-0.22789449497710543,0.7621121225457269,0.5556358839265825,2.9641162322217087,3.4737916448828163,0.05164949317382405,-0.015895544579750624,0.09478582441125245,0.07834282499296934
603,300,1.5330120179105693,0.7263340117194012,0.8941114664936107,0.7648768218554055,1.055224582496136,1.6552883952121757,0.46262299652809913,0.23735927755335934,0.41959213864924855,0.28598348512890515
603,330,1.045986047704253,0.7302083588642868,0.8308399213123336,0.754236680275577,2.0528059105181793,1.9779679345356453,0.20881076827066322,0.20443748855727628,0.2209168423474806,0.21656177227193002
603,360,0.005361758449631569,0.3848731764143837,0.6577164731646273,0.6952241785113621,2.9997893882686575,2.390096277184523,0.014917866423318573,0.12160121203030066,0.12689458481480256,0.17082976846355905
603,390,-0.20072753798382884,1.147613448875759,0.620982249708537,0.8610356965641617,2.9143954212627747,1.8796007614090249,-0.02308591037427652,0.2785749993344354,0.10690008115054045,0.23501028664051352
603,420,-0.03737213596280217,0.9213618278102289,0.6858181649761474,0.8472802001452585,2.8029331335039096,1.9757230897508675,0.0030176549688934857,0.24701157221679432,0.1260163588098769,0.20535156028794246
603,450,0.37767080619192284,1.1026371183643662,0.7638813886468019,0.754207221226076,2.570601464107539,2.1924652466693004,0.06418164625546187,0.25746969554321336,0.14750245329685413,0.20068153094721455
603,480,0.35832357038441565,1.4393674580772873,0.7591087021981331,0.8535848618974933,2.3279692629019926,1.9988539040467947,0.12034551999733978,0.27236149633361206,0.1731920718905194,0.20899226366465304
603,510,0.4571746394848025,0.9560325257087611,0.7453004905562948,0.8016755046554818,2.3307483472854877,1.7729306600447734,0.11080999316533237,0.25128902724216806,0.216773802673164,0.25389029306940936
